Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2019,Valencia,NM,Passenger,1,0,1,9,10,10.00
March 31 2018,San Juan,WA,Passenger,140,50,190,13937,14127,1.34
August 31 2023,Howard,MD,Passenger,0,2,2,45,47,4.26
October 31 2017,Santa Clara,CA,Passenger,6,1,7,391,398,1.76
November 30 2022,Mason,WA,Passenger,360,190,550,46932,47482,1.16
January 31 2018,Chelan,WA,Passenger,94,38,132,53236,53368,0.25
March 31 2021,Douglas,WA,Passenger,86,47,133,28377,28510,0.47
March 31 2021,El Paso,TX,Passenger,3,0,3,397,400,0.75
May 31 2021,Grays Harbor,WA,Truck,0,0,0,21428,21428,0.00
August 31 2022,,,Passenger,3,1,4,286,290,1.38
December 31 2022,Asotin,WA,Passenger,29,20,49,12460,12509,0.39
August 31 2022,Allegheny,PA,Passenger,1,1,2,58,60,3.33
February 28 2019,Boulder,CO,Passenger,1,0,1,50,51,1.96
July 31 2022,Broward,FL,Passenger,1,0,1,84,85,1.18
August 31 2022,Kauai,HI,Passenger,1,0,1,16,17,5.88
November 30 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
March 31 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
September 30 2022,Howard,MD,Passenger,0,2,2,56,58,3.45
February 28 2022,Riverside,CA,Passenger,5,1,6,483,489,1.23
July 31 2017,Deschutes,OR,Passenger,1,0,1,197,198,0.51
July 31 2018,Honolulu,HI,Passenger,1,2,3,534,537,0.56
October 31 2022,Kitsap,WA,Truck,25,0,25,53099,53124,0.05
August 31 2022,Clallam,WA,Passenger,435,247,682,49529,50211,1.36
March 31 2019,Asotin,WA,Passenger,12,9,21,12659,12680,0.17
December 31 2021,Orange,FL,Passenger,2,0,2,105,107,1.87
April 30 2022,Lake,IN,Passenger,0,1,1,9,10,10.00
August 31 2022,Fairfax,VA,Truck,1,0,1,109,110,0.91
August 31 2020,Benton,WA,Passenger,379,322,701,134296,134997,0.52
February 28 2018,Orange,CA,Passenger,3,1,4,592,596,0.67
March 31 2020,Island,WA,Truck,1,0,1,21252,21253,0.00
December 31 2019,Whitman,WA,Passenger,42,46,88,22668,22756,0.39
December 31 2018,Dale,AL,Passenger,0,1,1,55,56,1.79
November 30 2020,Wichita,TX,Passenger,1,0,1,43,44,2.27
June 30 2022,District of Columbia,DC,Passenger,3,0,3,172,175,1.71
June 30 2023,Charleston,SC,Passenger,1,2,3,52,55,5.45
August 31 2020,Larimer,CO,Passenger,1,0,1,50,51,1.96
March 31 2018,Yakima,WA,Passenger,63,81,144,162819,162963,0.09
January 31 2020,Multnomah,OR,Passenger,4,7,11,743,754,1.46
June 30 2020,Richmond,GA,Passenger,0,1,1,85,86,1.16
July 31 2022,Chelan,WA,Passenger,477,125,602,54216,54818,1.10
April 30 2023,Richland,SC,Passenger,0,1,1,100,101,0.99
January 31 2020,Clallam,WA,Passenger,203,163,366,50910,51276,0.71
May 31 2018,Klamath,OR,Passenger,1,0,1,35,36,2.78
August 31 2020,Pima,AZ,Passenger,3,1,4,350,354,1.13
March 31 2020,Williamson,TX,Passenger,0,2,2,147,149,1.34
July 31 2020,Calvert,MD,Passenger,0,2,2,87,89,2.25
February 28 2021,Stafford,VA,Passenger,2,1,3,98,101,2.97
January 31 2020,Washoe,NV,Passenger,1,0,1,115,116,0.86
November 30 2023,Meade,KY,Passenger,1,0,1,11,12,8.33
August 31 2019,Yakima,WA,Truck,0,0,0,59385,59385,0.00
July 31 2017,Tarrant,TX,Passenger,1,0,1,246,247,0.40
November 30 2022,Adams,WA,Passenger,22,11,33,13022,13055,0.25
November 30 2022,Lane,OR,Passenger,0,2,2,86,88,2.27
August 31 2023,Yakima,WA,Truck,15,0,15,60723,60738,0.02
February 28 2018,Okaloosa,FL,Passenger,1,0,1,180,181,0.55
March 31 2023,Polk,OR,Passenger,1,1,2,17,19,10.53
July 31 2021,New Haven,CT,Passenger,0,2,2,33,35,5.71
January 31 2021,Kitsap,WA,Truck,0,0,0,54286,54286,0.00
August 31 2017,Mason,WA,Passenger,59,73,132,43922,44054,0.30
January 31 2020,Skamania,WA,Truck,0,0,0,4105,4105,0.00
January 31 2020,Skagit,WA,Passenger,378,215,593,92619,93212,0.64
February 28 2017,Monterey,CA,Passenger,0,1,1,224,225,0.44
April 30 2022,Douglas,CO,Passenger,0,1,1,82,83,1.20
August 31 2020,Lewis,WA,Truck,0,0,0,26363,26363,0.00
February 28 2018,San Diego,CA,Passenger,6,1,7,2574,2581,0.27
October 31 2020,Pima,AZ,Passenger,3,1,4,348,352,1.14
February 28 2019,Harnett,NC,Passenger,1,0,1,224,225,0.44
May 31 2020,Charleston,SC,Passenger,1,0,1,109,110,0.91
May 31 2023,Kent,DE,Passenger,1,0,1,46,47,2.13
November 30 2020,Polk,FL,Passenger,1,0,1,64,65,1.54
December 31 2018,Sangamon,IL,Passenger,1,0,1,9,10,10.00
October 31 2017,Orleans,LA,Passenger,0,1,1,46,47,2.13
April 30 2021,Washtenaw,MI,Passenger,0,1,1,31,32,3.12
February 28 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
March 31 2017,Chelan,WA,Truck,0,0,0,21220,21220,0.00
October 31 2018,Skamania,WA,Passenger,18,12,30,8726,8756,0.34
February 28 2022,Franklin,WA,Truck,0,0,0,20915,20915,0.00
January 31 2023,Douglas,CO,Passenger,0,1,1,66,67,1.49
December 31 2022,Kittitas,WA,Truck,5,0,5,14569,14574,0.03
April 30 2020,Washington,OR,Passenger,1,0,1,454,455,0.22
November 30 2020,Harford,MD,Passenger,0,1,1,61,62,1.61
February 28 2017,Missoula,MT,Passenger,1,0,1,81,82,1.22
October 31 2021,Orange,NC,Passenger,0,1,1,10,11,9.09
February 29 2020,Polk,FL,Passenger,1,0,1,70,71,1.41
November 30 2020,Nassau,FL,Passenger,1,0,1,37,38,2.63
September 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
July 31 2017,Thurston,WA,Passenger,418,350,768,187036,187804,0.41
August 31 2023,Klickitat,WA,Passenger,162,64,226,15072,15298,1.48
September 30 2018,Clark,WA,Truck,0,0,0,79359,79359,0.00
May 31 2019,Douglas,WA,Truck,0,0,0,12180,12180,0.00
January 31 2019,St. Mary's,MD,Passenger,1,0,1,213,214,0.47
July 31 2019,Lewis,WA,Passenger,100,96,196,59359,59555,0.33
October 31 2018,Walla Walla,WA,Truck,0,0,0,13508,13508,0.00
April 30 2017,Snohomish,WA,Truck,1,0,1,122004,122005,0.00
November 30 2020,Douglas,CO,Passenger,0,1,1,82,83,1.20
January 31 2023,Goochland,VA,Passenger,1,2,3,66,69,4.35
March 31 2022,Allegheny,PA,Passenger,1,1,2,61,63,3.17
February 29 2020,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
August 31 2023,Hennepin,MN,Passenger,1,0,1,32,33,3.03
August 31 2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
February 29 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
January 31 2018,Eagle,CO,Passenger,1,0,1,6,7,14.29
October 31 2022,Cowlitz,WA,Passenger,383,184,567,70262,70829,0.80
February 28 2021,Lincoln,WA,Passenger,6,13,19,7646,7665,0.25
November 30 2020,Columbia,WA,Passenger,4,3,7,2438,2445,0.29
January 31 2017,San Juan,WA,Truck,0,0,0,5593,5593,0.00
May 31 2021,Fairfax,VA,Passenger,5,4,9,697,706,1.27
April 30 2018,Pierce,WA,Passenger,1154,1091,2245,529110,531355,0.42
September 30 2019,Klamath,OR,Passenger,1,0,1,40,41,2.44
April 30 2018,Dallas,TX,Passenger,0,1,1,194,195,0.51
January 31 2019,Boulder,CO,Passenger,1,0,1,53,54,1.85
November 30 2020,Maui,HI,Passenger,2,0,2,30,32,6.25
July 31 2023,Champaign,IL,Passenger,1,0,1,11,12,8.33
July 31 2022,St. Mary's,MD,Passenger,1,0,1,191,192,0.52
September 30 2017,Orange,CA,Passenger,3,1,4,620,624,0.64
May 31 2020,Clark,WA,Truck,0,0,0,81877,81877,0.00
July 31 2021,Calvert,MD,Passenger,0,2,2,86,88,2.27
August 31 2020,Carroll,NH,Passenger,0,1,1,5,6,16.67
August 31 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
December 31 2018,Lee,FL,Passenger,1,0,1,53,54,1.85
August 31 2023,Benton,WA,Passenger,1205,586,1791,134622,136413,1.31
December 31 2019,Suffolk,VA,Passenger,1,0,1,124,125,0.80
January 31 2021,St. Mary's,MD,Passenger,1,0,1,217,218,0.46
May 31 2020,Grant,WA,Truck,0,0,0,26979,26979,0.00
June 30 2019,Lewis,WA,Truck,0,0,0,25948,25948,0.00
August 31 2018,Montgomery,PA,Passenger,2,0,2,35,37,5.41
November 30 2020,Fort Bend,TX,Passenger,1,0,1,41,42,2.38
May 31 2021,Kauai,HI,Passenger,1,0,1,18,19,5.26
August 31 2020,Kittitas,WA,Passenger,110,47,157,29764,29921,0.52
March 31 2022,Richland,SC,Passenger,0,2,2,134,136,1.47
July 31 2021,Baltimore,MD,Passenger,1,0,1,101,102,0.98
August 31 2018,Grays Harbor,WA,Truck,0,0,0,20307,20307,0.00
March 31 2018,Whitman,WA,Truck,0,0,0,8455,8455,0.00
July 31 2017,Adams,WA,Truck,0,0,0,5123,5123,0.00
January 31 2018,Sacramento,CA,Passenger,1,0,1,312,313,0.32
April 30 2021,Lake,IL,Passenger,2,0,2,163,165,1.21
September 30 2018,Howard,MD,Passenger,0,1,1,88,89,1.12
May 31 2021,Fort Bend,TX,Passenger,1,0,1,37,38,2.63
January 31 2021,Alexandria,VA,Passenger,2,0,2,132,134,1.49
January 31 2020,Boone,MO,Passenger,0,1,1,11,12,8.33
November 30 2020,Boulder,CO,Passenger,1,1,2,48,50,4.00
October 31 2018,Thurston,WA,Passenger,663,552,1215,195022,196237,0.62
April 30 2022,Spokane,WA,Truck,0,0,0,102366,102366,0.00
November 30 2023,Asotin,WA,Truck,0,0,0,6414,6414,0.00
August 31 2017,Skagit,WA,Passenger,140,112,252,88465,88717,0.28
March 31 2019,Saratoga,NY,Passenger,1,0,1,56,57,1.75
August 31 2019,Kootenai,ID,Passenger,1,1,2,221,223,0.90
February 28 2017,Kitsap,WA,Truck,1,0,1,52348,52349,0.00
February 28 2022,Prince William,VA,Passenger,1,1,2,207,209,0.96
August 31 2021,Clallam,WA,Truck,1,0,1,22017,22018,0.00
March 31 2020,Chesapeake,VA,Passenger,0,1,1,426,427,0.23
December 31 2018,Sedgwick,KS,Passenger,0,1,1,101,102,0.98
April 30 2019,Manatee,FL,Passenger,1,0,1,34,35,2.86
March 31 2022,Sarasota,FL,Passenger,2,0,2,29,31,6.45
April 30 2021,Eagle,CO,Passenger,1,0,1,10,11,9.09
May 31 2018,Lincoln,WA,Truck,0,0,0,4535,4535,0.00
September 30 2021,Adams,WA,Passenger,16,14,30,13041,13071,0.23
September 30 2023,Wahkiakum,WA,Passenger,28,19,47,3019,3066,1.53
June 30 2017,Whitman,WA,Passenger,10,20,30,22037,22067,0.14
August 31 2022,Lane,OR,Passenger,0,2,2,94,96,2.08
June 30 2021,Houston,GA,Passenger,1,0,1,45,46,2.17
December 31 2022,Virginia Beach,VA,Truck,1,0,1,107,108,0.93
April 30 2017,Polk,FL,Passenger,1,0,1,68,69,1.45
December 31 2020,Walla Walla,WA,Passenger,98,67,165,36132,36297,0.45
October 31 2019,Multnomah,OR,Passenger,4,6,10,738,748,1.34
March 31 2023,Cook,IL,Passenger,3,0,3,161,164,1.83
December 31 2018,Clackamas,OR,Passenger,1,1,2,213,215,0.93
August 31 2022,Richmond,GA,Passenger,0,1,1,65,66,1.52
March 31 2022,Alameda,CA,Passenger,5,0,5,210,215,2.33
November 30 2018,El Paso,CO,Passenger,3,1,4,772,776,0.52
November 30 2023,Sonoma,CA,Passenger,0,1,1,51,52,1.92
May 31 2019,San Mateo,CA,Passenger,2,1,3,127,130,2.31
January 31 2022,Portsmouth,VA,Passenger,0,1,1,84,85,1.18
April 30 2017,Mason,WA,Truck,0,0,0,19240,19240,0.00
February 28 2021,San Juan,WA,Passenger,383,118,501,14053,14554,3.44
May 31 2020,Prince William,VA,Passenger,2,3,5,220,225,2.22
April 30 2023,Multnomah,OR,Passenger,1,2,3,437,440,0.68
March 31 2019,Ada,ID,Passenger,0,2,2,317,319,0.63
February 28 2021,Nueces,TX,Passenger,1,0,1,81,82,1.22
December 31 2021,Cowlitz,WA,Passenger,274,163,437,71545,71982,0.61
March 31 2020,Thurston,WA,Passenger,1131,727,1858,198528,200386,0.93
September 30 2019,Kitsap,WA,Passenger,1134,641,1775,181587,183362,0.97
October 31 2017,Saratoga,NY,Passenger,1,1,2,72,74,2.70
December 31 2017,Adams,WA,Passenger,4,5,9,12404,12413,0.07
October 31 2019,Arapahoe,CO,Passenger,1,0,1,149,150,0.67
September 30 2022,Anne Arundel,MD,Passenger,4,3,7,331,338,2.07
May 31 2017,New London,CT,Passenger,1,1,2,250,252,0.79
June 30 2019,Cascade,MT,Passenger,0,1,1,64,65,1.54
January 31 2023,Moore,NC,Passenger,0,1,1,107,108,0.93
April 30 2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
May 31 2017,Eagle,CO,Passenger,1,0,1,7,8,12.50
March 31 2019,Skagit,WA,Passenger,281,189,470,91324,91794,0.51
January 31 2019,Douglas,WA,Passenger,51,35,86,28010,28096,0.31
May 31 2019,Columbia,WA,Truck,0,0,0,1532,1532,0.00
May 31 2022,Kitsap,WA,Truck,3,0,3,53656,53659,0.01
May 31 2020,Lewis,WA,Passenger,99,108,207,58233,58440,0.35
May 31 2017,Columbia,WA,Passenger,0,1,1,2360,2361,0.04
December 31 2018,Deschutes,OR,Passenger,3,0,3,170,173,1.73
September 30 2023,Klickitat,WA,Passenger,174,68,242,15043,15285,1.58
November 30 2019,New Haven,CT,Passenger,0,2,2,46,48,4.17
August 31 2023,Collin,TX,Passenger,2,0,2,31,33,6.06
May 31 2022,Fulton,GA,Passenger,1,0,1,65,66,1.52
August 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
August 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
December 31 2019,Eagle,CO,Passenger,1,0,1,7,8,12.50
July 31 2019,Garfield,WA,Truck,0,0,0,960,960,0.00
April 30 2018,Kootenai,ID,Passenger,0,1,1,223,224,0.45
May 31 2019,Ferry,WA,Truck,0,0,0,3590,3590,0.00
October 31 2018,Multnomah,OR,Passenger,3,4,7,765,772,0.91
December 31 2017,New London,CT,Passenger,1,1,2,247,249,0.80
December 31 2020,Arlington,VA,Passenger,0,2,2,147,149,1.34
October 31 2018,Whatcom,WA,Passenger,700,341,1041,148783,149824,0.69
August 31 2018,Skamania,WA,Truck,0,0,0,3949,3949,0.00
May 31 2022,Island,WA,Passenger,796,372,1168,61924,63092,1.85
December 31 2019,Douglas,NE,Passenger,0,1,1,59,60,1.67
October 31 2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69
December 31 2021,Mercer,NJ,Passenger,0,1,1,14,15,6.67
April 30 2017,Collier,FL,Passenger,1,0,1,19,20,5.00
December 31 2018,St. Clair,IL,Passenger,0,1,1,163,164,0.61
July 31 2021,St. Clair,IL,Passenger,2,0,2,134,136,1.47
January 31 2020,Kittitas,WA,Passenger,93,47,140,30081,30221,0.46
May 31 2022,San Mateo,CA,Passenger,2,0,2,87,89,2.25
January 31 2021,Denver,CO,Passenger,1,0,1,116,117,0.85
December 31 2021,Miami-Dade,FL,Passenger,1,0,1,90,91,1.10
July 31 2020,Allegheny,PA,Passenger,1,0,1,78,79,1.27
November 30 2022,Houston,GA,Passenger,1,0,1,24,25,4.00
July 31 2023,Parker,TX,Passenger,0,1,1,13,14,7.14
November 30 2020,Lee,FL,Passenger,1,0,1,47,48,2.08
August 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
October 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
March 31 2020,Adams,WA,Truck,0,0,0,5219,5219,0.00
March 31 2018,Chelan,WA,Passenger,96,41,137,53348,53485,0.26
May 31 2019,Stevens,WA,Truck,0,0,0,18672,18672,0.00
September 30 2017,Montgomery,MD,Passenger,1,0,1,310,311,0.32
February 28 2021,Spokane,WA,Truck,0,0,0,100976,100976,0.00
October 31 2021,Onslow,NC,Passenger,0,1,1,176,177,0.56
May 31 2022,Rockingham,NH,Passenger,1,0,1,17,18,5.56
August 31 2023,Champaign,IL,Passenger,1,0,1,12,13,7.69
October 31 2022,Spokane,WA,Passenger,1835,910,2745,324394,327139,0.84
May 31 2018,Prince George's,MD,Passenger,1,1,2,184,186,1.08
July 31 2021,Hennepin,MN,Passenger,3,0,3,73,76,3.95
June 30 2022,Platte,MO,Passenger,1,0,1,24,25,4.00
June 30 2020,Dallas,TX,Passenger,1,0,1,201,202,0.50
May 31 2021,Alexandria,VA,Passenger,2,0,2,129,131,1.53
December 31 2021,Marin,CA,Passenger,0,1,1,36,37,2.70
March 31 2022,Pierce,WA,Passenger,4627,2229,6856,549775,556631,1.23
February 28 2022,Ferry,WA,Passenger,15,3,18,4441,4459,0.40
December 31 2019,St. Mary's,MD,Passenger,1,0,1,218,219,0.46
November 30 2021,Montgomery,MD,Passenger,3,2,5,214,219,2.28
February 28 2021,Yakima,WA,Passenger,185,135,320,167482,167802,0.19
March 31 2020,Shelby,TN,Passenger,0,1,1,92,93,1.08
April 30 2021,Klickitat,WA,Truck,0,0,0,8246,8246,0.00
June 30 2023,Harrison,MS,Passenger,1,0,1,31,32,3.12
April 30 2018,Sedgwick,KS,Passenger,0,1,1,101,102,0.98
February 28 2018,Orleans,LA,Passenger,0,1,1,47,48,2.08
April 30 2022,Sumter,SC,Passenger,0,1,1,28,29,3.45
November 30 2023,Elmore,ID,Passenger,1,0,1,8,9,11.11
December 31 2021,Allen,IN,Passenger,1,0,1,19,20,5.00
August 31 2019,Santa Cruz,CA,Passenger,1,0,1,40,41,2.44
July 31 2020,Lewis,WA,Passenger,107,115,222,58131,58353,0.38
March 31 2021,Harnett,NC,Passenger,1,1,2,185,187,1.07
May 31 2021,Garfield,WA,Truck,0,0,0,998,998,0.00
May 31 2018,Spokane,WA,Truck,1,0,1,92360,92361,0.00
October 31 2020,Sacramento,CA,Passenger,1,0,1,259,260,0.38
August 31 2022,Calvert,MD,Passenger,0,2,2,73,75,2.67
September 30 2017,Dale,AL,Passenger,0,1,1,63,64,1.56
December 31 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
July 31 2018,King,WA,Passenger,13477,5802,19279,1372276,1391555,1.39
January 31 2023,Okanogan,WA,Truck,2,0,2,16444,16446,0.01
March 31 2022,,,Passenger,3,2,5,301,306,1.63
March 31 2019,Kittitas,WA,Truck,0,0,0,14250,14250,0.00
January 31 2023,Columbia,WA,Passenger,8,1,9,2433,2442,0.37
May 31 2018,Portsmouth,VA,Passenger,0,1,1,72,73,1.37
September 30 2018,Ferry,WA,Passenger,2,2,4,4407,4411,0.09
January 31 2018,Arlington,VA,Passenger,1,2,3,176,179,1.68
November 30 2022,Palm Beach,FL,Passenger,1,0,1,49,50,2.00
December 31 2021,Washtenaw,MI,Passenger,0,1,1,30,31,3.23
January 31 2023,Lake,IN,Passenger,0,1,1,10,11,9.09
December 31 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
February 28 2019,Thurston,WA,Passenger,782,594,1376,195834,197210,0.70
June 30 2023,Whatcom,WA,Passenger,2494,879,3373,147651,151024,2.23
September 30 2017,San Juan,WA,Truck,0,0,0,5557,5557,0.00
February 28 2017,Bexar,TX,Passenger,1,2,3,1162,1165,0.26
May 31 2018,Bexar,TX,Passenger,2,3,5,772,777,0.64
February 28 2021,Washington,MD,Passenger,1,0,1,11,12,8.33
February 28 2022,Asotin,WA,Truck,0,0,0,6737,6737,0.00
April 30 2020,Skamania,WA,Passenger,29,16,45,8611,8656,0.52
January 31 2020,Cowlitz,WA,Passenger,127,111,238,73597,73835,0.32
July 31 2019,Spokane,WA,Truck,1,0,1,95227,95228,0.00
December 31 2017,Okanogan,WA,Truck,0,0,0,16270,16270,0.00
July 31 2018,Gwinnett,GA,Passenger,0,1,1,86,87,1.15
February 28 2019,St. Lucie,FL,Passenger,1,0,1,30,31,3.23
April 30 2022,Richland,SC,Passenger,0,2,2,133,135,1.48
September 30 2019,Portsmouth,VA,Passenger,0,1,1,79,80,1.25
January 31 2020,Yakima,WA,Truck,0,0,0,59634,59634,0.00
November 30 2018,Stevens,WA,Passenger,16,27,43,31782,31825,0.14
February 28 2022,San Diego,CA,Passenger,17,8,25,2470,2495,1.00
January 31 2018,Cook,IL,Passenger,1,0,1,288,289,0.35
July 31 2018,Douglas,WA,Truck,0,0,0,11969,11969,0.00
December 31 2021,Mason,WA,Passenger,266,158,424,47758,48182,0.88
January 31 2020,Kittitas,WA,Truck,0,0,0,14667,14667,0.00
April 30 2020,Klamath,OR,Passenger,1,0,1,35,36,2.78
April 30 2020,Twin Falls,ID,Passenger,0,1,1,30,31,3.23
July 31 2022,Wichita,TX,Passenger,1,0,1,40,41,2.44
September 30 2023,Bartow,GA,Passenger,0,1,1,2,3,33.33
May 31 2021,Fresno,CA,Passenger,1,0,1,182,183,0.55
January 31 2023,Monterey,CA,Passenger,1,2,3,120,123,2.44
March 31 2023,Miami-Dade,FL,Passenger,1,0,1,61,62,1.61
November 30 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
January 31 2022,Pierce,WA,Passenger,4365,2148,6513,553739,560252,1.16
January 31 2022,Whitman,WA,Truck,0,0,0,8569,8569,0.00
October 31 2018,Franklin,WA,Truck,0,0,0,18947,18947,0.00
January 31 2021,Skagit,WA,Truck,1,0,1,32857,32858,0.00
July 31 2017,Norfolk,VA,Passenger,1,1,2,315,317,0.63
April 30 2021,Allegheny,PA,Passenger,1,1,2,70,72,2.78
January 31 2019,Alexandria,VA,Passenger,1,0,1,160,161,0.62
April 30 2022,Klickitat,WA,Passenger,100,55,155,15238,15393,1.01
August 31 2023,Island,WA,Truck,35,0,35,20907,20942,0.17
March 31 2017,Jefferson,WA,Truck,0,0,0,9447,9447,0.00
June 30 2018,Orange,CA,Passenger,4,1,5,576,581,0.86
August 31 2018,New Haven,CT,Passenger,0,1,1,48,49,2.04
February 28 2023,Moore,NC,Passenger,0,1,1,106,107,0.93
September 30 2022,Queens,NY,Passenger,1,0,1,42,43,2.33
November 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,78,79,1.27
December 31 2020,Twin Falls,ID,Passenger,0,1,1,26,27,3.70
June 30 2022,Wahkiakum,WA,Truck,0,0,0,1802,1802,0.00
May 31 2019,Clallam,WA,Passenger,167,137,304,50565,50869,0.60
April 30 2018,Grant,WA,Passenger,31,42,73,62798,62871,0.12
August 31 2022,Lincoln,WA,Truck,0,0,0,4843,4843,0.00
October 31 2019,Lake,IL,Passenger,1,0,1,173,174,0.57
July 31 2021,Sacramento,CA,Passenger,2,0,2,231,233,0.86
February 28 2022,Williamson,TX,Passenger,1,2,3,92,95,3.16
November 30 2017,Dallas,TX,Passenger,0,1,1,187,188,0.53
October 31 2018,Rogers,OK,Passenger,1,0,1,6,7,14.29
November 30 2022,Orange,NC,Passenger,0,1,1,4,5,20.00
February 28 2019,El Paso,CO,Passenger,3,2,5,762,767,0.65
August 31 2021,Yakima,WA,Passenger,248,163,411,168884,169295,0.24
May 31 2017,Skagit,WA,Passenger,134,102,236,87852,88088,0.27
November 30 2021,Maricopa,AZ,Passenger,8,4,12,1155,1167,1.03
August 31 2018,Fairfax,VA,Passenger,3,2,5,818,823,0.61
January 31 2017,Klickitat,WA,Truck,0,0,0,7942,7942,0.00
July 31 2021,Clark,WA,Truck,0,0,0,84247,84247,0.00
September 30 2021,Maricopa,AZ,Passenger,7,5,12,1181,1193,1.01
July 31 2018,Palm Beach,FL,Passenger,0,1,1,84,85,1.18
May 31 2020,Utah,UT,Passenger,0,1,1,138,139,0.72
October 31 2018,Kittitas,WA,Truck,0,0,0,14127,14127,0.00
May 31 2022,Grant,WA,Truck,0,0,0,27986,27986,0.00
December 31 2022,Orange,CA,Passenger,9,3,12,350,362,3.31
November 30 2021,Jefferson,WA,Passenger,371,195,566,24777,25343,2.23
January 31 2020,Spokane,WA,Truck,1,0,1,96886,96887,0.00
April 30 2020,Jefferson,WA,Truck,0,0,0,9530,9530,0.00
July 31 2022,Alameda,CA,Passenger,5,0,5,192,197,2.54
January 31 2019,Carroll,NH,Passenger,0,1,1,1,2,50.00
August 31 2021,Howard,IN,Passenger,0,1,1,5,6,16.67
June 30 2017,Lake,CA,Passenger,0,1,1,15,16,6.25
February 28 2023,Carroll,MD,Passenger,0,1,1,20,21,4.76
May 31 2018,Shelby,TN,Passenger,0,1,1,106,107,0.93
June 30 2017,Whatcom,WA,Passenger,462,175,637,143044,143681,0.44
January 31 2023,Grays Harbor,WA,Truck,2,0,2,21063,21065,0.01
May 31 2023,Clark,WA,Truck,90,0,90,81477,81567,0.11
November 30 2019,Columbia,WA,Passenger,3,2,5,2444,2449,0.20
September 30 2023,Shelby,AL,Passenger,1,0,1,5,6,16.67
August 31 2018,Utah,UT,Passenger,0,1,1,142,143,0.70
May 31 2019,Moore,NC,Passenger,0,1,1,187,188,0.53
July 31 2020,Alexandria,VA,Passenger,2,0,2,136,138,1.45
September 30 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
November 30 2020,Grays Harbor,WA,Passenger,122,117,239,48534,48773,0.49
August 31 2017,Benton,WA,Passenger,161,147,308,129034,129342,0.24
October 31 2019,District of Columbia,DC,Passenger,1,1,2,208,210,0.95
July 31 2017,Walla Walla,WA,Passenger,27,26,53,34886,34939,0.15
October 31 2023,Onslow,NC,Passenger,0,1,1,127,128,0.78
May 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
April 30 2017,Palm Beach,FL,Passenger,0,1,1,99,100,1.00
August 31 2021,Frederick,MD,Passenger,1,1,2,71,73,2.74
October 31 2023,Galveston,TX,Passenger,0,1,1,14,15,6.67
April 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
January 31 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
February 28 2022,Placer,CA,Passenger,2,0,2,75,77,2.60
February 28 2021,Pacific,WA,Truck,0,0,0,7827,7827,0.00
March 31 2019,Lewis,WA,Passenger,95,90,185,58518,58703,0.32
March 31 2020,New Haven,CT,Passenger,0,2,2,40,42,4.76
January 31 2018,Kitsap,WA,Passenger,706,402,1108,176391,177499,0.62
May 31 2018,Pacific,WA,Truck,0,0,0,7587,7587,0.00
May 31 2019,Pierce,WA,Passenger,1751,1519,3270,541957,545227,0.60
April 30 2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
July 31 2023,Deschutes,OR,Passenger,1,0,1,54,55,1.82
October 31 2017,Pacific,WA,Truck,0,0,0,7520,7520,0.00
April 30 2017,Prince George's,MD,Passenger,0,1,1,182,183,0.55
February 28 2019,Whatcom,WA,Truck,2,0,2,42707,42709,0.00
May 31 2021,Alameda,CA,Passenger,4,0,4,247,251,1.59
January 31 2020,Klickitat,WA,Passenger,48,39,87,15679,15766,0.55
August 31 2019,Nassau,NY,Passenger,4,0,4,42,46,8.70
June 30 2023,Deschutes,OR,Passenger,1,0,1,56,57,1.75
December 31 2022,Whatcom,WA,Passenger,2114,807,2921,148795,151716,1.93
October 31 2018,Houston,GA,Passenger,1,0,1,52,53,1.89
April 30 2023,Bartow,GA,Passenger,0,1,1,3,4,25.00
June 30 2020,Snohomish,WA,Truck,0,0,0,123926,123926,0.00
June 30 2017,Grant,WA,Truck,0,0,0,25218,25218,0.00
